,id,data_lancamento,preco_venda_unidade,padrao_unidade,qtd_unidades,incorporadora,municipio,lati,long
756,512,2024-08-01,431500,econômico,207,Vila Realty,são paulo,-23.673735120760263,-46.718169695222464
757,543,2024-08-01,308000,econômico,206,Ventura Urbanismo,belo horizonte,-19.960146252917607,-44.04197988483256
758,544,2024-08-01,909000,médio padrão,179,Jardim Desenvolvimento,belo horizonte,-19.79176969151362,-44.014432731427995
759,561,2024-08-01,304500,econômico,280,Bosque Living,belo horizonte,-20.00394151178661,-43.89059567678613
760,587,2024-08-01,348500,econômico,129,Jacarandá Desenvolvimento,belo horizonte,-20.02232270771939,-43.96436398223812
761,600,2024-08-01,302000,econômico,162,Cedro Construtora,são paulo,-23.49369230095057,-46.45020124001571
762,610,2024-08-01,256500,econômico,269,Lua Desenvolvimento,belo horizonte,-19.918044009822506,-43.92860194189053
763,620,2024-08-01,324500,econômico,214,Verde Desenvolvimento,são paulo,-23.71345868187594,-46.82115746138475
764,638,2024-08-01,333500,econômico,237,Cedro Empreendimentos,belo horizonte,-20.037099024777984,-43.95871297182603
765,639,2024-08-01,348000,econômico,141,Horizonte Novas Cidades,belo horizonte,-19.983490855486952,-44.051653660043364
766,647,2024-08-01,779500,médio padrão,130,Aurora Novas Cidades,belo horizonte,-19.93214264841965,-43.93822030298161
767,655,2024-08-01,759500,médio padrão,86,Vale Urbanismo,são paulo,-23.372029815622202,-46.460983486915545
768,692,2024-08-01,336500,econômico,118,Ponte Residencial,são paulo,-23.371509673565992,-46.72736233902772
769,699,2024-08-01,880500,médio padrão,110,Cedro Construtora,são paulo,-23.440896465301936,-46.489369469769684
770,703,2024-08-01,431000,econômico,180,Serra Living,são paulo,-23.62933032223618,-46.797289580281614
771,708,2024-08-01,821500,médio padrão,79,Jacarandá Empreendimentos,belo horizonte,-20.005306652746143,-43.95398416432599
772,751,2024-08-01,294000,econômico,189,Horizonte Novas Cidades,rio de janeiro,-22.979858398671865,-43.62249307388473
773,775,2024-08-01,332000,econômico,165,Lua Residencial,rio de janeiro,-22.8040897354496,-43.718209270138175
774,778,2024-08-01,321000,econômico,134,Rio Living,rio de janeiro,-22.89974284389839,-43.14042401553475
775,781,2024-08-01,318000,econômico,273,Ipê Empreendimentos,belo horizonte,-19.947594003342786,-44.04597198622946
776,782,2024-08-01,788500,médio padrão,117,Bosque Living,belo horizonte,-19.861063667582524,-43.903109359365075
777,804,2024-08-01,331500,econômico,218,Vila Realty,são paulo,-23.667554661324324,-46.710994740848626
778,809,2024-08-01,941500,médio padrão,95,Serra Desenvolvimento,rio de janeiro,-22.996905373761763,-43.78289981431877
779,828,2024-08-01,358500,econômico,347,Cedro Empreendimentos,belo horizonte,-19.881741528119083,-44.07530878557161
780,835,2024-08-01,312000,econômico,62,Ipê Urbanismo,são paulo,-23.77761755551552,-46.71966549357112
781,839,2024-08-01,248000,econômico,159,Ipê Empreendimentos,belo horizonte,-19.915492672801463,-43.88433396856173
782,855,2024-08-01,337000,econômico,249,Cedro Construtora,são paulo,-23.547154974298145,-46.686777183485475
783,885,2024-08-01,836500,médio padrão,165,Areia Desenvolvimento,são paulo,-23.626946169791086,-46.721613003738
784,887,2024-08-01,352000,econômico,250,Rio Living,belo horizonte,-20.047169281711707,-43.957540027942
785,888,2024-08-01,883500,médio padrão,148,Cedro Empreendimentos,belo horizonte,-19.907500764785688,-43.96708589288278
786,890,2024-08-01,342000,econômico,268,Jardim Urbanismo,rio de janeiro,-22.851189311044678,-43.58482963212576
787,892,2024-08-01,309000,econômico,90,Parque Incorp,rio de janeiro,-23.09636066447145,-43.34422836793615
788,931,2024-08-01,790500,médio padrão,160,Nuvem Empreendimentos,rio de janeiro,-22.81080797970536,-43.263342002161885
789,943,2024-08-01,903000,médio padrão,159,Lua Residencial,belo horizonte,-20.00568143123768,-43.895971099614684
790,964,2024-08-01,893000,médio padrão,126,Jacarandá Residencial,são paulo,-23.71765497991291,-46.454019290149155
791,975,2024-08-01,282500,econômico,139,Parque Incorp,rio de janeiro,-23.04515204030004,-43.72809034672418
792,976,2024-08-01,327000,econômico,217,Cais Habitar,rio de janeiro,-22.9857746955226,-43.11118219979106
793,983,2024-08-01,347500,econômico,216,Serra Urbanismo,belo horizonte,-19.991548448646544,-43.97850762405805
794,987,2024-08-01,331500,econômico,255,Ipê Construtora,são paulo,-23.486972037270636,-46.79247868778017
795,1017,2024-08-01,300000,econômico,319,Bosque Living,belo horizonte,-20.04459794230609,-43.910361451446356
796,1021,2024-08-01,338500,econômico,350,Areia Desenvolvimento,são paulo,-23.625159011294674,-46.62120104909029
797,1043,2024-08-01,915500,médio padrão,104,Aurora Habitar,belo horizonte,-19.85644421180021,-43.948401429872746
798,1066,2024-08-01,381500,econômico,64,Lua Desenvolvimento,belo horizonte,-19.797827069968516,-43.943696302587334
799,1074,2024-08-01,281000,econômico,289,Jacarandá Residencial,são paulo,-23.431113179500976,-46.684449677833506
800,1080,2024-08-01,321500,econômico,210,Ipê Empreendimentos,belo horizonte,-19.818152285650758,-43.968427303749905
801,1083,2024-08-01,741000,médio padrão,134,Lua Construtora,rio de janeiro,-22.898970090348996,-43.381253334873215
802,1084,2024-08-01,392000,econômico,350,Rio Residencial,belo horizonte,-19.864479268627523,-44.03563252669287
803,1089,2024-08-01,309500,econômico,244,Cais Habitar,são paulo,-23.76165024590056,-46.72138384593462
804,1094,2024-08-01,375000,econômico,281,Serra Living,são paulo,-23.771311718612214,-46.78449733864592
805,1099,2024-08-01,902500,médio padrão,114,Rio Living,rio de janeiro,-22.98315255209044,-43.67322274009528
806,1129,2024-08-01,774000,médio padrão,100,Areia Habitar,rio de janeiro,-22.78626698265816,-43.51296709230178
807,1135,2024-08-01,372500,econômico,117,Arvoredo Living,belo horizonte,-19.876434325205235,-43.89782053205944
808,1159,2024-08-01,257500,econômico,239,Areia Habitar,são paulo,-23.404430051287314,-46.63758002464661
809,1164,2024-08-01,323500,econômico,319,Aurora Novas Cidades,são paulo,-23.503913965977556,-46.68602404064506
810,1192,2024-08-01,370000,econômico,257,Cais Habitar,belo horizonte,-20.032191135922325,-43.92542590135295
811,2,2024-09-01,295000,econômico,268,Jardim Desenvolvimento,belo horizonte,-19.77197050334542,-43.93903371997983
812,23,2024-09-01,762500,médio padrão,50,Ipê Construtora,belo horizonte,-19.969907301072432,-44.017107750664366
813,34,2024-09-01,294000,econômico,201,Verde Desenvolvimento,são paulo,-23.47806679167289,-46.493558797846454
814,58,2024-09-01,929500,médio padrão,100,Serra Living,são paulo,-23.497945864011136,-46.71649923291947
815,65,2024-09-01,916500,médio padrão,124,Ipê Empreendimentos,belo horizonte,-20.02286778190476,-43.87574165027584
816,70,2024-09-01,313500,econômico,264,Areia Habitar,rio de janeiro,-22.75692832528546,-43.341342295517194
817,82,2024-09-01,360500,econômico,180,Ipê Urbanismo,são paulo,-23.7461473498608,-46.69929435140696
818,90,2024-09-01,341500,econômico,250,Parque Incorp,rio de janeiro,-22.830980343689216,-43.16098836233912
819,101,2024-09-01,779000,médio padrão,75,Serra Urbanismo,belo horizonte,-19.80973852236801,-44.08775907254418
820,113,2024-09-01,809000,médio padrão,147,Serra Living,são paulo,-23.754147629208454,-46.5408928303898
821,127,2024-09-01,336500,econômico,294,Ipê Empreendimentos,belo horizonte,-20.012192097476014,-44.06407033463612
822,128,2024-09-01,329000,econômico,148,Parque Novas Cidades,são paulo,-23.798196577869998,-46.89088110895634
823,156,2024-09-01,344000,econômico,246,Jardim Residencial,belo horizonte,-19.947583879785483,-44.087473327575765
824,163,2024-09-01,340000,econômico,262,Rio Living,rio de janeiro,-22.921873046887026,-43.11968525481787
825,168,2024-09-01,653500,médio padrão,121,Aurora Novas Cidades,belo horizonte,-19.86235655292582,-44.0198772095805
826,173,2024-09-01,342500,econômico,226,Vila Realty,são paulo,-23.536317381656776,-46.67450968647623
827,187,2024-09-01,252000,econômico,190,Jacarandá Empreendimentos,belo horizonte,-19.82455275682858,-44.070272412991514
828,200,2024-09-01,770500,médio padrão,138,Aurora Habitar,belo horizonte,-19.95281899931871,-43.86283862532184
829,208,2024-09-01,381500,econômico,199,Aurora Habitar,belo horizonte,-19.772829879836372,-43.955255618812444
830,226,2024-09-01,315000,econômico,210,Jardim Desenvolvimento,belo horizonte,-19.941520291128203,-44.0021232895789
831,234,2024-09-01,294500,econômico,130,Verde Construtora,rio de janeiro,-22.918157640661608,-43.41885531391631
832,236,2024-09-01,321500,econômico,235,Jardim Desenvolvimento,belo horizonte,-19.7555838696241,-43.98274873024683
833,241,2024-09-01,837500,médio padrão,193,Aurora Habitar,belo horizonte,-19.76318600214321,-44.06139422799446
834,257,2024-09-01,328000,econômico,276,Nuvem Empreendimentos,rio de janeiro,-22.75207277964167,-43.77101676762983
835,283,2024-09-01,320000,econômico,174,Parque Incorp,rio de janeiro,-23.00875367653242,-43.684851340247214
836,293,2024-09-01,321500,econômico,189,Cedro Construtora,são paulo,-23.72468575016012,-46.555348430266385
837,300,2024-09-01,305000,econômico,220,Ipê Empreendimentos,belo horizonte,-19.993386336991325,-43.887369780269665
838,315,2024-09-01,970500,médio padrão,72,Ipê Empreendimentos,belo horizonte,-19.79213165997433,-44.005449869247585
839,332,2024-09-01,289500,econômico,236,Lua Residencial,belo horizonte,-19.943434649763642,-44.0127848369884
840,335,2024-09-01,349000,econômico,192,Ponte Residencial,são paulo,-23.527060554816426,-46.509302444387444
841,336,2024-09-01,1009500,médio padrão,129,Jacarandá Residencial,são paulo,-23.566374744288556,-46.60671260459256
842,352,2024-09-01,307500,econômico,168,Ipê Urbanismo,são paulo,-23.350105598388545,-46.649556333206085
843,359,2024-09-01,861000,médio padrão,141,Jacarandá Empreendimentos,belo horizonte,-19.760139212389547,-43.96950497147049
844,375,2024-09-01,341000,econômico,192,Lua Desenvolvimento,rio de janeiro,-22.928885594485266,-43.42450436950404
845,381,2024-09-01,382500,econômico,209,Ipê Urbanismo,são paulo,-23.638358021229518,-46.89398590338914
846,384,2024-09-01,386000,econômico,306,Lua Desenvolvimento,rio de janeiro,-22.758893355362112,-43.48731559746094
847,387,2024-09-01,300500,econômico,222,Verde Desenvolvimento,são paulo,-23.459192755267036,-46.444491181130864
848,409,2024-09-01,361000,econômico,203,Aurora Habitar,belo horizonte,-20.03762409024803,-44.07501203605637
849,412,2024-09-01,313000,econômico,279,Parque Habitar,são paulo,-23.72530318983084,-46.651900411557854
850,420,2024-09-01,290500,econômico,289,Lua Desenvolvimento,rio de janeiro,-22.811972442982416,-43.65121277753885
851,421,2024-09-01,883500,médio padrão,136,Lua Construtora,belo horizonte,-19.962684894264804,-43.879595694689286
852,422,2024-09-01,909500,médio padrão,90,Ipê Urbanismo,são paulo,-23.353105511777066,-46.66891043001145
853,444,2024-09-01,293000,econômico,210,Cedro Empreendimentos,belo horizonte,-19.799241108619213,-44.08121514801695
854,468,2024-09-01,301500,econômico,160,Jacarandá Desenvolvimento,belo horizonte,-19.97661186017229,-44.09720331172828
855,475,2024-09-01,649000,médio padrão,132,Aurora Novas Cidades,são paulo,-23.755220660710545,-46.56656215930242
856,476,2024-09-01,300000,econômico,232,Cais Habitar,são paulo,-23.525316706254937,-46.4650241780252
857,498,2024-09-01,324000,econômico,195,Areia Realty,belo horizonte,-19.76681586224122,-43.993301094583906
858,514,2024-09-01,322000,econômico,186,Vila Realty,são paulo,-23.6022924721647,-46.83833226009018
859,539,2024-09-01,308000,econômico,255,Verde Novas Cidades,rio de janeiro,-23.006020223326065,-43.696284748879414
860,540,2024-09-01,838000,médio padrão,96,Jacarandá Empreendimentos,belo horizonte,-19.7719208912321,-44.08130461644316
861,555,2024-09-01,1005000,médio padrão,137,Lua Residencial,belo horizonte,-19.900487635893462,-43.95293286134873
862,564,2024-09-01,723500,médio padrão,73,Serra Living,são paulo,-23.588071537694432,-46.635955958643
863,567,2024-09-01,308000,econômico,268,Ipê Construtora,são paulo,-23.361993092314343,-46.45329519648185
864,595,2024-09-01,930500,médio padrão,145,Jardim Urbanismo,rio de janeiro,-23.03386386552311,-43.1576279993238
865,608,2024-09-01,818500,médio padrão,122,Lua Residencial,belo horizonte,-19.888496560200096,-44.09222895499799
866,616,2024-09-01,291500,econômico,294,Ipê Urbanismo,são paulo,-23.746054389719497,-46.350527990371944
867,673,2024-09-01,871000,médio padrão,84,Vale Urbanismo,são paulo,-23.72265878609589,-46.68863133749282
868,694,2024-09-01,359500,econômico,183,Vila Realty,são paulo,-23.734019585711042,-46.66241866866041
869,696,2024-09-01,922500,médio padrão,111,Aurora Habitar,belo horizonte,-19.953968570234036,-44.04373086855635
870,707,2024-09-01,306000,econômico,239,Verde Construtora,rio de janeiro,-22.805215213227594,-43.06975194512
871,724,2024-09-01,730000,médio padrão,134,Ipê Construtora,belo horizonte,-19.83887901410687,-43.85246359648606
872,728,2024-09-01,805500,médio padrão,146,Vale Novas Cidades,são paulo,-23.497592924965186,-46.47701594738799
873,730,2024-09-01,315000,econômico,316,Lua Construtora,belo horizonte,-19.919616891778837,-44.05454613676906
874,732,2024-09-01,733500,médio padrão,147,Jacarandá Empreendimentos,belo horizonte,-19.758023202970705,-43.883965330794865
875,750,2024-09-01,375500,econômico,157,Ipê Urbanismo,são paulo,-23.438075425250094,-46.75739335950051
876,764,2024-09-01,340500,econômico,259,Rio Residencial,belo horizonte,-20.045225109088086,-44.04090661614776
877,776,2024-09-01,227500,econômico,201,Aurora Habitar,belo horizonte,-19.917368111633284,-44.03282121282984
878,777,2024-09-01,278000,econômico,216,Ponte Residencial,são paulo,-23.400045505135733,-46.46418239423247
879,787,2024-09-01,334000,econômico,164,Arvoredo Living,belo horizonte,-19.976890973730182,-44.041085511107745
880,810,2024-09-01,342500,econômico,241,Ventura Urbanismo,belo horizonte,-19.897003321146443,-43.89082969525558
881,824,2024-09-01,848000,médio padrão,186,Areia Desenvolvimento,são paulo,-23.600626600288745,-46.71052233157735
882,825,2024-09-01,329500,econômico,266,Aurora Habitar,belo horizonte,-19.998930909822178,-43.985205740848464
883,833,2024-09-01,337000,econômico,224,Lua Desenvolvimento,belo horizonte,-19.808789866484755,-43.91206841880661
884,840,2024-09-01,813000,médio padrão,86,Lua Residencial,belo horizonte,-19.977576980112733,-44.0344272098203
885,847,2024-09-01,812500,médio padrão,138,Ipê Urbanismo,são paulo,-23.64714232353872,-46.87671330216495
886,858,2024-09-01,341500,econômico,165,Areia Habitar,são paulo,-23.431849186663495,-46.75279319571708
887,869,2024-09-01,305500,econômico,236,Lua Construtora,belo horizonte,-19.878071157597546,-43.850284189902084
888,882,2024-09-01,364500,econômico,345,Ipê Urbanismo,são paulo,-23.75446024933295,-46.80392379729365
889,904,2024-09-01,420500,econômico,244,Serra Desenvolvimento,belo horizonte,-19.793773376010336,-44.086571158713696
890,912,2024-09-01,301000,econômico,182,Verde Construtora,rio de janeiro,-22.76097233431797,-43.07444001472623
891,915,2024-09-01,690500,médio padrão,143,Ipê Urbanismo,são paulo,-23.63871671837406,-46.56103109717135
892,923,2024-09-01,887500,médio padrão,128,Rio Living,rio de janeiro,-22.994913161979746,-43.648569586101424
893,929,2024-09-01,830500,médio padrão,119,Verde Novas Cidades,belo horizonte,-20.03699731688762,-43.89480515573971
894,956,2024-09-01,819500,médio padrão,118,Parque Incorp,rio de janeiro,-22.792566040676256,-43.17102214890851
895,980,2024-09-01,898000,médio padrão,123,Lua Residencial,belo horizonte,-19.921565958290486,-43.993614007987574
896,995,2024-09-01,733000,médio padrão,80,Jardim Residencial,belo horizonte,-20.038799574146754,-44.09298249702151
897,1025,2024-09-01,280000,econômico,226,Vila Realty,são paulo,-23.479207725114847,-46.77626746371235
898,1026,2024-09-01,831000,médio padrão,82,Bosque Living,belo horizonte,-19.79340649963768,-44.03761933825689
899,1027,2024-09-01,692000,médio padrão,107,Vale Urbanismo,são paulo,-23.526756520155338,-46.354526426161016
900,1054,2024-09-01,875500,médio padrão,125,Verde Desenvolvimento,são paulo,-23.431785688905762,-46.78664835151826
901,1055,2024-09-01,306500,econômico,206,Rio Residencial,belo horizonte,-19.775008041928164,-44.02215431393284
902,1056,2024-09-01,913000,médio padrão,100,Parque Incorp,rio de janeiro,-22.917678023268966,-43.51731213865833
903,1078,2024-09-01,982000,médio padrão,133,Parque Habitar,são paulo,-23.538187813386802,-46.5525091495065
904,1081,2024-09-01,830500,médio padrão,100,Arvoredo Living,são paulo,-23.64786148839972,-46.84179858601251
905,1082,2024-09-01,330500,econômico,166,Jacarandá Residencial,são paulo,-23.744422184197326,-46.36700229982059
906,1091,2024-09-01,277000,econômico,308,Lua Desenvolvimento,rio de janeiro,-23.02074768346508,-43.424949204895036
907,1098,2024-09-01,841000,médio padrão,138,Serra Urbanismo,rio de janeiro,-22.871281525360832,-43.58978217630236
908,1107,2024-09-01,948500,médio padrão,115,Ventura Urbanismo,rio de janeiro,-22.81275091056089,-43.65243145431079
909,1111,2024-09-01,371000,econômico,111,Aurora Novas Cidades,belo horizonte,-19.827054566978486,-43.87460641820861
910,1130,2024-09-01,306000,econômico,239,Jardim Desenvolvimento,belo horizonte,-20.04796552017961,-43.861118032894346
911,1150,2024-09-01,938000,médio padrão,50,Jacarandá Desenvolvimento,rio de janeiro,-22.79231609228304,-43.65228399775088
912,1169,2024-09-01,907500,médio padrão,98,Lua Residencial,belo horizonte,-20.02255892934191,-44.05763984986374
913,1180,2024-09-01,330500,econômico,203,Lua Residencial,rio de janeiro,-23.068668375781595,-43.53168557856538
914,1182,2024-09-01,350000,econômico,322,Rio Living,são paulo,-23.658625024641587,-46.66988574493507
915,1193,2024-09-01,420500,econômico,199,Jardim Urbanismo,rio de janeiro,-22.973067369750044,-43.78522923480102
916,9,2024-10-01,731500,médio padrão,108,Serra Living,são paulo,-23.593487901007748,-46.58719234222591
917,27,2024-10-01,782500,médio padrão,152,Ipê Empreendimentos,belo horizonte,-19.962724648557966,-43.971235717692075
918,41,2024-10-01,291000,econômico,199,Vale Novas Cidades,são paulo,-23.734222040113288,-46.44643469524901
919,44,2024-10-01,337500,econômico,220,Areia Desenvolvimento,são paulo,-23.41699076793001,-46.87608871589296
920,55,2024-10-01,772000,médio padrão,121,Arvoredo Living,belo horizonte,-19.872977231392507,-44.0762377006089
921,72,2024-10-01,805000,médio padrão,134,Parque Habitar,são paulo,-23.5136162460515,-46.58517276752275
922,80,2024-10-01,303000,econômico,256,Lua Construtora,são paulo,-23.421103055032244,-46.86943764570122
923,103,2024-10-01,990500,médio padrão,83,Parque Habitar,são paulo,-23.41624849166564,-46.70858271712477
924,104,2024-10-01,262000,econômico,202,Jacarandá Residencial,são paulo,-23.67632872716022,-46.41239334080547
925,125,2024-10-01,382500,econômico,254,Jardim Residencial,rio de janeiro,-22.988827527972756,-43.74141870518972
926,152,2024-10-01,406500,econômico,210,Lua Desenvolvimento,belo horizonte,-19.889029595926875,-43.99135922882558
927,167,2024-10-01,348000,econômico,237,Serra Living,são paulo,-23.708864916434116,-46.601856530777106
928,195,2024-10-01,934500,médio padrão,187,Cedro Construtora,são paulo,-23.536402903680376,-46.7924824197299
929,204,2024-10-01,699000,médio padrão,113,Aurora Habitar,belo horizonte,-19.95122126212067,-43.98723837495369
930,244,2024-10-01,293500,econômico,237,Rio Living,rio de janeiro,-22.838203454866644,-43.18869517783593
931,255,2024-10-01,760000,médio padrão,87,Verde Construtora,são paulo,-23.675706686444546,-46.36951461262344
932,275,2024-10-01,330000,econômico,268,Jardim Residencial,rio de janeiro,-23.082191742909245,-43.23772068671652
933,279,2024-10-01,359500,econômico,213,Lua Desenvolvimento,rio de janeiro,-22.75967881322324,-43.12283048427729
934,284,2024-10-01,744500,médio padrão,143,Ipê Urbanismo,são paulo,-23.41461566620492,-46.85724043319122
935,308,2024-10-01,915500,médio padrão,155,Parque Incorp,rio de janeiro,-22.933742144598476,-43.34744553188429
936,312,2024-10-01,975000,médio padrão,50,Areia Desenvolvimento,são paulo,-23.61223587556359,-46.58548691291339
937,367,2024-10-01,245000,econômico,276,Ipê Empreendimentos,belo horizonte,-19.9526068998669,-43.96957144645354
938,372,2024-10-01,352500,econômico,239,Ipê Empreendimentos,belo horizonte,-19.78952906791513,-44.00760709841081
939,392,2024-10-01,322000,econômico,89,Areia Habitar,rio de janeiro,-22.862331955299204,-43.73219394114607
940,423,2024-10-01,789500,médio padrão,163,Cedro Empreendimentos,belo horizonte,-19.93167222112822,-43.958633520930945
941,424,2024-10-01,857500,médio padrão,127,Lua Desenvolvimento,belo horizonte,-19.976205694542813,-43.977097416425636
942,427,2024-10-01,802500,médio padrão,96,Serra Living,são paulo,-23.415857198947975,-46.815579287044194
943,431,2024-10-01,998500,médio padrão,114,Areia Habitar,rio de janeiro,-23.01951819376348,-43.67220636813103
944,432,2024-10-01,263500,econômico,290,Lua Residencial,rio de janeiro,-23.020760860856033,-43.42261610495633
945,436,2024-10-01,394500,econômico,247,Areia Desenvolvimento,são paulo,-23.758100801113663,-46.435575262208935
946,439,2024-10-01,953000,médio padrão,137,Areia Habitar,são paulo,-23.56370804499481,-46.54096702652978
947,446,2024-10-01,993500,médio padrão,90,Vila Realty,são paulo,-23.53186392217106,-46.834536717509806
948,455,2024-10-01,818000,médio padrão,158,Serra Desenvolvimento,rio de janeiro,-22.838273596898667,-43.456576972686456
949,505,2024-10-01,805000,médio padrão,190,Lua Desenvolvimento,belo horizonte,-19.754624487537015,-43.93049711145705
950,525,2024-10-01,265500,econômico,234,Jacarandá Desenvolvimento,rio de janeiro,-22.77012175783807,-43.5606195211745
951,529,2024-10-01,741000,médio padrão,150,Verde Novas Cidades,rio de janeiro,-22.957724228681514,-43.16342093620464
952,532,2024-10-01,231000,econômico,217,Jacarandá Desenvolvimento,belo horizonte,-19.848433724270354,-43.90111869972731
953,571,2024-10-01,397500,econômico,210,Areia Realty,rio de janeiro,-22.99759189355281,-43.19708794476834
954,593,2024-10-01,722500,médio padrão,178,Serra Living,são paulo,-23.459386226058633,-46.385046828957435
955,614,2024-10-01,363500,econômico,195,Jacarandá Empreendimentos,belo horizonte,-19.90901038176269,-44.09294511695567
956,621,2024-10-01,379000,econômico,179,Rio Residencial,são paulo,-23.40344505294773,-46.59914107448652
957,622,2024-10-01,371500,econômico,287,Rio Living,belo horizonte,-19.934087819120602,-44.00102183023983
958,646,2024-10-01,769500,médio padrão,98,Jacarandá Residencial,são paulo,-23.53623837017173,-46.83467258229743
959,660,2024-10-01,368000,econômico,259,Arvoredo Living,são paulo,-23.53860789320363,-46.89652144401814
960,690,2024-10-01,868000,médio padrão,90,Verde Novas Cidades,são paulo,-23.471403819184808,-46.377700536502786
961,691,2024-10-01,885000,médio padrão,137,Lua Construtora,belo horizonte,-19.995129044803996,-44.0829130274011
962,701,2024-10-01,348000,econômico,89,Jacarandá Desenvolvimento,belo horizonte,-20.004804172770125,-44.035744996087885
963,716,2024-10-01,317500,econômico,182,Serra Desenvolvimento,rio de janeiro,-23.034299427142585,-43.23276966414678
964,755,2024-10-01,312500,econômico,303,Vale Urbanismo,são paulo,-23.77065294854521,-46.387337603395856
965,761,2024-10-01,900500,médio padrão,147,Ipê Empreendimentos,belo horizonte,-19.99374056602834,-43.980196683839516
966,790,2024-10-01,845000,médio padrão,64,Ipê Empreendimentos,belo horizonte,-19.956777919667065,-44.05984430629762
967,814,2024-10-01,893000,médio padrão,147,Jardim Desenvolvimento,belo horizonte,-19.9841487547155,-43.98056193616176
968,846,2024-10-01,773500,médio padrão,106,Aurora Novas Cidades,belo horizonte,-19.942656990275392,-43.906099151943344
969,849,2024-10-01,870000,médio padrão,110,Aurora Novas Cidades,belo horizonte,-19.854716822973465,-43.87391057497709
970,852,2024-10-01,962500,médio padrão,124,Arvoredo Living,belo horizonte,-19.75089209150825,-44.09244519906216
971,859,2024-10-01,306500,econômico,270,Aurora Habitar,belo horizonte,-19.90943649115744,-44.0921806871813
972,871,2024-10-01,408000,econômico,202,Areia Desenvolvimento,são paulo,-23.501542887170253,-46.7695714252449
973,883,2024-10-01,803500,médio padrão,99,Verde Construtora,são paulo,-23.404342801495012,-46.81858172894359
974,884,2024-10-01,285000,econômico,260,Cedro Empreendimentos,belo horizonte,-20.011551318806287,-43.85444229260859
975,896,2024-10-01,312000,econômico,197,Horizonte Novas Cidades,belo horizonte,-19.99518169553857,-43.87915470447712
976,898,2024-10-01,282000,econômico,245,Jardim Desenvolvimento,belo horizonte,-20.045381003511828,-43.96790816990595
977,900,2024-10-01,251500,econômico,251,Aurora Novas Cidades,belo horizonte,-19.885257826934325,-43.97102739988892
978,905,2024-10-01,289500,econômico,213,Ipê Urbanismo,são paulo,-23.55866022013377,-46.67199858675033
979,909,2024-10-01,951500,médio padrão,133,Aurora Habitar,belo horizonte,-19.96038294250767,-44.03112229013629
980,948,2024-10-01,304500,econômico,210,Parque Habitar,são paulo,-23.352065922304977,-46.3670544734927
981,960,2024-10-01,340500,econômico,314,Serra Urbanismo,belo horizonte,-19.970151454490797,-43.97446680284134
982,977,2024-10-01,734500,médio padrão,113,Serra Urbanismo,belo horizonte,-19.923244879126297,-44.07574240986666
983,1000,2024-10-01,309500,econômico,106,Rio Living,são paulo,-23.708010037949407,-46.62523354190286
984,1023,2024-10-01,346000,econômico,149,Ipê Empreendimentos,belo horizonte,-19.909407323097582,-43.92907182176079
985,1024,2024-10-01,314500,econômico,301,Serra Urbanismo,rio de janeiro,-23.00425774026573,-43.29952854298785
986,1029,2024-10-01,300500,econômico,273,Ponte Residencial,são paulo,-23.36169363229956,-46.41132292826559
987,1035,2024-10-01,366000,econômico,260,Verde Construtora,são paulo,-23.77999413560363,-46.779228305293515
988,1070,2024-10-01,391500,econômico,156,Cedro Construtora,são paulo,-23.772723261246625,-46.895346164500864
989,1076,2024-10-01,240500,econômico,160,Ipê Urbanismo,são paulo,-23.628701682534263,-46.68872058741112
990,1085,2024-10-01,319500,econômico,264,Vale Urbanismo,são paulo,-23.513722630111584,-46.359141081852954
991,1097,2024-10-01,773000,médio padrão,72,Horizonte Novas Cidades,belo horizonte,-19.869164629869406,-43.9333488081947
992,1103,2024-10-01,965000,médio padrão,93,Horizonte Novas Cidades,belo horizonte,-19.782892599503725,-43.95115180513918
993,1108,2024-10-01,795500,médio padrão,147,Cedro Empreendimentos,belo horizonte,-19.967676812603273,-43.90838760469415
994,1115,2024-10-01,406500,econômico,219,Jacarandá Empreendimentos,belo horizonte,-19.86636566922545,-43.87507681207594
995,1116,2024-10-01,397500,econômico,343,Ipê Urbanismo,são paulo,-23.725254454268306,-46.55574810004904
996,1127,2024-10-01,334000,econômico,166,Arvoredo Living,belo horizonte,-20.031309468914888,-44.032370100822455
997,1143,2024-10-01,278500,econômico,222,Horizonte Novas Cidades,belo horizonte,-19.755338537608807,-43.94837354190674
998,1151,2024-10-01,321500,econômico,222,Vale Novas Cidades,são paulo,-23.41596498574791,-46.5640199661031
999,1170,2024-10-01,767000,médio padrão,155,Serra Desenvolvimento,rio de janeiro,-22.805880517695254,-43.397823348733425
1000,1175,2024-10-01,333000,econômico,251,Rio Residencial,belo horizonte,-19.895390695351185,-43.964479270052315
1001,1188,2024-10-01,314500,econômico,213,Bosque Living,belo horizonte,-20.04413500850711,-44.059817764205576
1002,1195,2024-10-01,356500,econômico,117,Jacarandá Desenvolvimento,belo horizonte,-20.02386120638585,-44.00218018727516
1003,19,2024-11-01,829000,médio padrão,128,Verde Construtora,rio de janeiro,-22.880441905754147,-43.36192652331545
1004,52,2024-11-01,955000,médio padrão,109,Ipê Construtora,são paulo,-23.515187066829572,-46.74151441219964
1005,59,2024-11-01,903500,médio padrão,89,Arvoredo Living,são paulo,-23.658502008908084,-46.81331359325625
1006,67,2024-11-01,375500,econômico,110,Ipê Construtora,são paulo,-23.439333185113263,-46.76879594865493
